Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Tværbommen 17, st. th",55.750735,12.521092,2295000,Ejerlejlighed,3,1946,mellem,202,238,188,68,33750,D,https://www.dingeo.dk/adresse/2820-gentofte/tv%C3%A6rbommen-17/st-th/
"Mosegårdsvej 33, st. tv",55.747765,12.515019,1845000,Ejerlejlighed,2,,mellem,310,404,280,59,31271,D,https://www.dingeo.dk/adresse/2820-gentofte/moseg%C3%A5rdsvej-33/st-tv/
Kirkebakken 5,55.750001,12.539859,18500000,Villa,9,1932,mellem,280,92,311,237,78059,D,https://www.dingeo.dk/adresse/2820-gentofte/kirkebakken-5/
Ellebækvej 9,55.740474,12.531817,10750000,Villa,6,1928,mellem,988,267,633,158,68037,C,https://www.dingeo.dk/adresse/2820-gentofte/elleb%C3%A6kvej-9/
Toftekærsvej 76,55.748703,12.502961,7995000,Villa,3,1933,mellem,829,188,570,153,52254,D,https://www.dingeo.dk/adresse/2820-gentofte/toftek%C3%A6rsvej-76/
Ved Kæret 34,55.758988,12.541677,15950000,Villa,9,,høj,"1,27",384,1.026,258,61821,N/A,https://www.dingeo.dk/adresse/2820-gentofte/ved%20k%C3%A6ret-34/
Anemonevej 45,55.741544,12.544823,11995000,Villa,6,,mellem,710,110,470,156,76891,N/A,https://www.dingeo.dk/adresse/2820-gentofte/anemonevej-45/
Stolbergvej 10,55.751928,12.515508,6495000,Villa,4,1953,lav,300,115,189,121,53677,E,https://www.dingeo.dk/adresse/2820-gentofte/stolbergvej-10/
Ibstrupvej 13A,55.764794,12.525423,8495000,Villa,5,,høj,"1,46",624,359,121,70206,N/A,https://www.dingeo.dk/adresse/2820-gentofte/ibstrupvej-13a/
"Ved Bommen 28, 1. 16",55.74999,12.519123,2650000,Ejerlejlighed,2,1977,mellem,52,264,60,71,37323,C,https://www.dingeo.dk/adresse/2820-gentofte/ved%20bommen-28/1-16/
Solsiden 13,55.765393,12.543632,9800000,Villa,4,1953,høj,"1,98",84,1.186,114,85964,D,https://www.dingeo.dk/adresse/2820-gentofte/solsiden-13/
"Kongelysvej 6A, st. ",55.738537,12.53704,4250000,Villalejlighed,4,100 MBit,høj,"1,04",518,762,105,40476,N/A,https://www.dingeo.dk/adresse/2820-gentofte/kongelysvej-6a/st-/
Herredsvej 58,55.751795,12.504252,6250000,Villa,5,1951,lav,928,503,857,102,61274,F,https://www.dingeo.dk/adresse/2820-gentofte/herredsvej-58/
"Skjoldagervej 76, 1. tv",55.761187,12.528579,2695000,Ejerlejlighed,2,,høj,"1,42",355,157,75,35933,D,https://www.dingeo.dk/adresse/2820-gentofte/skjoldagervej-76/1-tv/
Mosegårdsvej 86,55.748033,12.50951,8495000,Villa,5,1935,mellem,598,459,428,224,37924,C,https://www.dingeo.dk/adresse/2820-gentofte/moseg%C3%A5rdsvej-86/
Gåsebjerget 3,55.73988,12.525805,8995000,Villa,6,1931,mellem,956,263,247,155,58032,F,https://www.dingeo.dk/adresse/2820-gentofte/g%C3%A5sebjerget-3/
Ved Bommen 8,55.750055,12.524453,9195000,Villa,5,,høj,387,364,373,195,47153,N/A,https://www.dingeo.dk/adresse/2820-gentofte/ved%20bommen-8/
Ibstrupvej 13,55.764596,12.525349,8795000,Villa,7,1942,høj,"1,46",618,338,178,49410,D,https://www.dingeo.dk/adresse/2820-gentofte/ibstrupvej-13/
"Ibstrupvænget 16, 2. 1",55.762213,12.523024,726100,Andelsbolig,2,1939,høj,"1,41",696,215,64,11345,E,https://www.dingeo.dk/adresse/2820-gentofte/ibstrupv%C3%A6nget-16/2-1/
Høeghsmindevej 77,55.751777,12.54724,11895000,Villa,6,1936,høj,606,339,627,219,54315,D,https://www.dingeo.dk/adresse/2820-gentofte/h%C3%B8eghsmindevej-77/
"Smakkegårdsvej 175, 2. th",55.761032,12.524653,2945000,Ejerlejlighed,2,1946,høj,"1,31",602,118,67,43955,D,https://www.dingeo.dk/adresse/2820-gentofte/smakkeg%C3%A5rdsvej-175/2-th/
Søbredden 4,55.749381,12.528114,10000000,Villa,5,1954,høj,621,384,581,168,59523,D,https://www.dingeo.dk/adresse/2820-gentofte/s%C3%B8bredden-4/
Prins Valdemars Vej 1,55.758178,12.536939,11495000,Villa,5,2019,høj,"1,21",175,781,159,72295,A2015,https://www.dingeo.dk/adresse/2820-gentofte/prins%20valdemars%20vej-1/
Mosegårdsvej 82,55.747873,12.510099,6495000,Villa,5,,mellem,569,459,423,123,52804,N/A,https://www.dingeo.dk/adresse/2820-gentofte/moseg%C3%A5rdsvej-82/
Byledet 4,55.748511,12.526493,7495000,Villa,6,1935,høj,535,243,474,172,43575,F,https://www.dingeo.dk/adresse/2820-gentofte/byledet-4/
Stolbergvej 1,55.752488,12.516423,6795000,Villa,7,1934,lav,325,142,172,107,63504,B,https://www.dingeo.dk/adresse/2820-gentofte/stolbergvej-1/
Ericavej 174,55.746362,12.506577,7750000,Rækkehus,5,,mellem,758,235,236,119,65126,N/A,https://www.dingeo.dk/adresse/2820-gentofte/ericavej-174/
Folkevej 30A,55.74829,12.501293,6995000,Villa,5,1934,mellem,747,75,488,118,59279,D,https://www.dingeo.dk/adresse/2820-gentofte/folkevej-30a/
Schæffergårdsvej 9,55.764001,12.526173,8245000,Villa,5,1933,høj,"1,53",542,267,113,72964,E,https://www.dingeo.dk/adresse/2820-gentofte/sch%C3%A6fferg%C3%A5rdsvej-9/
Skiftevej 27,55.74175,12.519682,9250000,Villa,7,1934,mellem,861,357,336,178,51966,C,https://www.dingeo.dk/adresse/2820-gentofte/skiftevej-27/
"Vangede Bygade 89, 1. tv",55.748893,12.519121,4245000,Ejerlejlighed,4,1966,mellem,110,385,17,110,38590,D,https://www.dingeo.dk/adresse/2820-gentofte/vangede%20bygade-89/1-tv/
"Vangedevej 8, 1. f",55.750986,12.519367,1884981,Andelsbolig,4,,mellem,147,159,80,104,18124,N/A,https://www.dingeo.dk/adresse/2820-gentofte/vangedevej-8/1-f/
"Høeghs Alle 4, 1. ",55.746751,12.556187,10500000,Villalejlighed,8,1910,høj,963,295,903,201,52238,D,https://www.dingeo.dk/adresse/2820-gentofte/h%C3%B8eghs%20alle-4/1-/
Tagestorp 9,55.752491,12.552636,14495000,Villa,10,1962,høj,913,417,927,223,65000,E,https://www.dingeo.dk/adresse/2820-gentofte/tagestorp-9/
Fuglegårdsvej 30,55.743104,12.528041,11995000,Villa,13,1875,høj,963,190,581,346,34667,F,https://www.dingeo.dk/adresse/2820-gentofte/fugleg%C3%A5rdsvej-30/
"Ellegårdsvænge 3, 1. ",55.738042,12.531444,4990000,Villalejlighed,4,1930,mellem,"1,19",532,601,74,67432,D,https://www.dingeo.dk/adresse/2820-gentofte/elleg%C3%A5rdsv%C3%A6nge-3/1-/
Søbredden 34,55.751778,12.526467,19900000,Villa,14,,høj,560,358,521,339,58702,N/A,https://www.dingeo.dk/adresse/2820-gentofte/s%C3%B8bredden-34/
"Vangede Bygade 107, 2. tv",55.74853,12.519226,1995000,Ejerlejlighed,2,,mellem,149,369,26,60,33250,N/A,https://www.dingeo.dk/adresse/2820-gentofte/vangede%20bygade-107/2-tv/
Ved Ermelunden 10,55.765184,12.532797,9595000,Rækkehus,4,1949,høj,"1,88",359,578,120,79958,C,https://www.dingeo.dk/adresse/2820-gentofte/ved%20ermelunden-10/
Ellegårdsvej 71,55.738805,12.526708,8450000,Villa,6,1943,mellem,941,255,290,150,56333,C,https://www.dingeo.dk/adresse/2820-gentofte/elleg%C3%A5rdsvej-71/
Ærenprisvej 12,55.739531,12.539692,11495000,Villa,8,1928,høj,899,319,618,197,58350,D,https://www.dingeo.dk/adresse/2820-gentofte/%C3%A6renprisvej-12/
Fæstevej 1,55.74338,12.52254,9495000,Villa,6,1945,høj,759,391,477,178,53342,D,https://www.dingeo.dk/adresse/2820-gentofte/f%C3%A6stevej-1/
Jægersborg Alle 131,55.76152,12.540181,13750000,Villa,6,,høj,"1,55",354,889,445,30898,N/A,https://www.dingeo.dk/adresse/2820-gentofte/j%C3%A6gersborg%20alle-131/
Brogårdsvej 39,55.753839,12.535394,11995000,Villa,7,1906,høj,785,200,815,161,74503,E,https://www.dingeo.dk/adresse/2820-gentofte/brog%C3%A5rdsvej-39/
"Kildegårds Plads 3, 1. th",55.737627,12.538944,3695000,Ejerlejlighed,4,1932,høj,"1,11",476,833,122,30286,G,https://www.dingeo.dk/adresse/2820-gentofte/kildeg%C3%A5rds%20plads-3/1-th/
Lyngbyvej 444,55.753619,12.522978,3995000,Villa,4,1944,høj,516,310,387,89,44887,E,https://www.dingeo.dk/adresse/2820-gentofte/lyngbyvej-444/
Garderhøjvej 28,55.768184,12.527954,11750000,Villa,6,1935,høj,"1,49",783,740,164,71646,C,https://www.dingeo.dk/adresse/2820-gentofte/garderh%C3%B8jvej-28/
Søndersøvej 48,55.758852,12.535089,8250000,Rækkehus,6,1945,høj,"1,31",50,642,106,77830,C,https://www.dingeo.dk/adresse/2820-gentofte/s%C3%B8nders%C3%B8vej-48/
Soløsevej 27,55.766841,12.540485,18495000,Villa,7,1932,høj,"2,14",262,1.079,292,63339,B,https://www.dingeo.dk/adresse/2820-gentofte/sol%C3%B8sevej-27/
"Brogårdsvænget 3, 1. ",55.754436,12.538813,10995000,Villalejlighed,7,1901,høj,775,410,806,216,50902,D,https://www.dingeo.dk/adresse/2820-gentofte/brog%C3%A5rdsv%C3%A6nget-3/1-/
"Brogårdsvej 102, 2. tv",55.752313,12.520021,2095000,Ejerlejlighed,2,,lav,299,88,150,67,31268,D,https://www.dingeo.dk/adresse/2820-gentofte/brog%C3%A5rdsvej-102/2-tv/
"Høeghsmindevej 9, 1. ",55.745431,12.555726,5995000,Villalejlighed,4,1911,høj,960,309,883,130,46115,E,https://www.dingeo.dk/adresse/2820-gentofte/h%C3%B8eghsmindevej-9/1-/
Skovvej 36C,55.765645,12.547826,13400000,Villa,5,1964,høj,"1,74",226,1.448,185,72432,D,https://www.dingeo.dk/adresse/2820-gentofte/skovvej-36c/
Ermelundsvej 44,55.760401,12.536706,7995000,Villa,5,1953,høj,"1,45",164,681,158,50601,D,https://www.dingeo.dk/adresse/2820-gentofte/ermelundsvej-44/
"Vangede Bygade 105, 2. th",55.748618,12.519183,2395000,Ejerlejlighed,2,1958,mellem,139,377,16,60,39916,D,https://www.dingeo.dk/adresse/2820-gentofte/vangede%20bygade-105/2-th/
"Brogårdsvej 105, 1. ",55.753567,12.52553,3550000,Villalejlighed,3,1949,høj,619,276,520,74,47972,D,https://www.dingeo.dk/adresse/2820-gentofte/brog%C3%A5rdsvej-105/1-/
"Tværbommen 33, 3. ",55.751201,12.520431,3750000,Ejerlejlighed,4,1946,lav,204,171,136,111,33783,D,https://www.dingeo.dk/adresse/2820-gentofte/tv%C3%A6rbommen-33/3-/
"Høeghsmindevej 12, st. ",55.746215,12.555539,7250000,Villalejlighed,4,1912,høj,930,358,862,113,64159,D,https://www.dingeo.dk/adresse/2820-gentofte/h%C3%B8eghsmindevej-12/st-/
Ibstrupvej 67,55.766432,12.534154,7995000,Villa,4,1949,høj,"1,92",490,737,100,79950,E,https://www.dingeo.dk/adresse/2820-gentofte/ibstrupvej-67/
"Ledreborg Alle 11, st. ",55.742661,12.544163,8250000,Villalejlighed,5,1930,mellem,580,230,345,127,64960,E,https://www.dingeo.dk/adresse/2820-gentofte/ledreborg%20alle-11/st-/
Liljevej 7,55.742949,12.540358,11995000,Villa,5,1910,mellem,517,215,236,157,76401,E,https://www.dingeo.dk/adresse/2820-gentofte/liljevej-7/
Middelvej 14,55.750648,12.507475,11750000,Villa,6,2020,mellem,702,364,690,226,51991,A2020,https://www.dingeo.dk/adresse/2820-gentofte/middelvej-14/
C L Ibsens Vej 38,55.755195,12.536467,11490000,Villa,7,1925,høj,896,253,927,192,59843,D,https://www.dingeo.dk/adresse/2820-gentofte/c%20l%20ibsens%20vej-38/
"Vangede Bygade 50, 1. 1",55.750946,12.517934,2295000,Ejerlejlighed,2,,mellem,132,163,54,65,35307,C,https://www.dingeo.dk/adresse/2820-gentofte/vangede%20bygade-50/1-1/
Ibstrupvej 7A,55.764787,12.524616,9795000,Villa,6,1937,høj,"1,41",669,369,170,57617,E,https://www.dingeo.dk/adresse/2820-gentofte/ibstrupvej-7a/
Solsiden 7,55.765348,12.544717,10395000,Villa,6,1948,høj,"1,92",80,1.250,170,61147,D,https://www.dingeo.dk/adresse/2820-gentofte/solsiden-7/
"Brogårdsvænget 4, 1. th",55.754151,12.539384,8495000,Ejerlejlighed,4,1895,høj,737,365,769,190,44710,E,https://www.dingeo.dk/adresse/2820-gentofte/brog%C3%A5rdsv%C3%A6nget-4/1-th/
"Lyngbyvej 345A, 2. ",55.741654,12.534089,3195000,Ejerlejlighed,4,1938,mellem,797,237,568,96,33281,E,https://www.dingeo.dk/adresse/2820-gentofte/lyngbyvej-345a/2-/
"Ellegårdsvej 43, 1. th",55.737308,12.53063,3175000,Ejerlejlighed,3,,mellem,"1,12",486,573,78,40705,D,https://www.dingeo.dk/adresse/2820-gentofte/elleg%C3%A5rdsvej-43/1-th/
Ermelundsvej 32,55.758798,12.536747,8200000,Villa,6,1956,høj,"1,28",124,739,160,51250,E,https://www.dingeo.dk/adresse/2820-gentofte/ermelundsvej-32/
Jægersborgvej 81,55.763239,12.525069,11495000,Villa,5,1929,høj,"1,50",582,197,162,70956,B,https://www.dingeo.dk/adresse/2820-gentofte/j%C3%A6gersborgvej-81/
"Vældegårdsvej 27, st. ",55.755266,12.543685,10995000,Villalejlighed,5,1900,høj,868,461,897,144,76354,D,https://www.dingeo.dk/adresse/2820-gentofte/v%C3%A6ldeg%C3%A5rdsvej-27/st-/
Søager 25,55.743845,12.52795,8495000,Villa,4,1950,høj,898,224,643,140,60678,D,https://www.dingeo.dk/adresse/2820-gentofte/s%C3%B8ager-25/
Skrænten 11,55.749759,12.53927,9995000,Villa,4,1934,mellem,269,57,299,114,87675,C,https://www.dingeo.dk/adresse/2820-gentofte/skr%C3%A6nten-11/
Brogårdsvej 43,55.753928,12.534752,12495000,Villa,3,1915,høj,813,158,843,189,66111,C,https://www.dingeo.dk/adresse/2820-gentofte/brog%C3%A5rdsvej-43/
Baunegårdsvej 12,55.744916,12.543444,6995000,Villalejlighed,4,,mellem,331,232,173,120,58291,N/A,https://www.dingeo.dk/adresse/2820-gentofte/bauneg%C3%A5rdsvej-12/
Ericavej 37,55.741382,12.518913,5750000,Villa,4,1936,mellem,803,294,329,103,55825,C,https://www.dingeo.dk/adresse/2820-gentofte/ericavej-37/
Østerbakken 14,55.746885,12.529118,6199000,Villa,5,1954,høj,756,316,673,127,48811,E,https://www.dingeo.dk/adresse/2820-gentofte/%C3%B8sterbakken-14/
"Udsigten 18, st. ",55.750714,12.536991,8995000,Villalejlighed,4,1920,høj,436,126,464,140,64250,D,https://www.dingeo.dk/adresse/2820-gentofte/udsigten-18/st-/
Øxnevej 6A,55.748602,12.515786,6500000,Rækkehus,4,1971,mellem,211,327,210,116,56034,D,https://www.dingeo.dk/adresse/2820-gentofte/%C3%B8xnevej-6a/
"Søager 2, 1. ",55.744099,12.53207,4145000,Villalejlighed,3,1930,høj,695,157,562,85,48764,C,https://www.dingeo.dk/adresse/2820-gentofte/s%C3%B8ager-2/1-/
"Smakkegårdsvej 183, 2. th",55.761849,12.524767,2450000,Ejerlejlighed,2,1946,høj,"1,40",585,97,67,36567,D,https://www.dingeo.dk/adresse/2820-gentofte/smakkeg%C3%A5rdsvej-183/2-th/
"Adolphsvej 7, 1. ",55.747281,12.555872,5200000,Villalejlighed,3,1913,høj,939,237,885,89,58426,D,https://www.dingeo.dk/adresse/2820-gentofte/adolphsvej-7/1-/
"Ericavej 163, st. 102",55.745539,12.507153,2145000,Ejerlejlighed,2,1956,mellem,732,152,138,65,33000,E,https://www.dingeo.dk/adresse/2820-gentofte/ericavej-163/st-102/
Søbredden 27B,55.752027,12.525992,8500000,Rækkehus,4,,høj,545,354,494,134,63432,A,https://www.dingeo.dk/adresse/2820-gentofte/s%C3%B8bredden-27b/
Garderhøjvej 14,55.767012,12.529475,10000000,Villa,5,1956,høj,"1,61",623,636,130,76923,F,https://www.dingeo.dk/adresse/2820-gentofte/garderh%C3%B8jvej-14/
"Adolphsvej 66, 3. th",55.747818,12.541373,6100000,Ejerlejlighed,4,,mellem,30,300,58,117,52136,C,https://www.dingeo.dk/adresse/2820-gentofte/adolphsvej-66/3-th/
"Lyngbyvej 347A, st. tv",55.741865,12.534559,2495000,Ejerlejlighed,2,100 MBit,høj,761,252,530,62,40241,N/A,https://www.dingeo.dk/adresse/2820-gentofte/lyngbyvej-347a/st-tv/
Bakkevænget 21,55.747643,12.524142,8495000,Villa,7,1937,høj,437,96,346,162,52438,D,https://www.dingeo.dk/adresse/2820-gentofte/bakkev%C3%A6nget-21/
"Ericavej 147, st. 7",55.744921,12.508965,2095000,Ejerlejlighed,2,,mellem,800,183,106,61,34344,C,https://www.dingeo.dk/adresse/2820-gentofte/ericavej-147/st-7/
Sponnecksvej 17,55.748975,12.548374,15495000,Ejerlejlighed,7,,mellem,486,477,482,442,35056,D,https://www.dingeo.dk/adresse/2820-gentofte/sponnecksvej-17/
Prins Valdemars Vej 34,55.757324,12.541417,15500000,Villa,10,1952,høj,"1,08",463,1.078,243,63786,E,https://www.dingeo.dk/adresse/2820-gentofte/prins%20valdemars%20vej-34/
C L Ibsens Vej 29,55.754491,12.536976,12500000,Villa,7,1904,høj,811,297,842,190,65789,C,https://www.dingeo.dk/adresse/2820-gentofte/c%20l%20ibsens%20vej-29/
Jahnsensvej 23,55.751061,12.546969,7795000,Villa,5,1961,høj,536,317,555,138,56485,F,https://www.dingeo.dk/adresse/2820-gentofte/jahnsensvej-23/
Garderhøjvej 16,55.767092,12.529049,11995000,Villa,8,1931,høj,"1,59",644,636,180,66638,D,https://www.dingeo.dk/adresse/2820-gentofte/garderh%C3%B8jvej-16/
Bregnevej 9,55.74504,12.542384,13375000,Villa,6,1911,mellem,293,163,105,180,74305,D,https://www.dingeo.dk/adresse/2820-gentofte/bregnevej-9/
Folkevej 24,55.748991,12.501575,9995000,Villa,6,1946,mellem,827,148,539,180,55527,D,https://www.dingeo.dk/adresse/2820-gentofte/folkevej-24/
Violvej 3,55.742889,12.538196,7895000,Villa,3,,mellem,554,187,291,108,73101,N/A,https://www.dingeo.dk/adresse/2820-gentofte/violvej-3/
"Mosegårdsvej 23, 1. tv",55.747896,12.516216,2045000,Ejerlejlighed,2,1932,mellem,251,410,205,62,32983,D,https://www.dingeo.dk/adresse/2820-gentofte/moseg%C3%A5rdsvej-23/1-tv/
"Vangedevej 139, st. th",55.740316,12.523883,2695000,Ejerlejlighed,2,,mellem,893,240,174,56,48125,D,https://www.dingeo.dk/adresse/2820-gentofte/vangedevej-139/st-th/
Adolphsvej 13,55.747368,12.555062,13995000,Villa,5,1912,høj,887,240,835,152,92072,A,https://www.dingeo.dk/adresse/2820-gentofte/adolphsvej-13/
Garderhøjvej 5,55.766103,12.529964,11495000,Villa,7,1959,høj,"1,68",519,554,220,52250,E,https://www.dingeo.dk/adresse/2820-gentofte/garderh%C3%B8jvej-5/
Søbredden 16B,55.75053,12.527565,9495000,Villa,6,1972,høj,590,433,576,186,51048,D,https://www.dingeo.dk/adresse/2820-gentofte/s%C3%B8bredden-16b/
Resedavej 27B,55.741286,12.539836,4700000,Rækkehus,3,1977,høj,704,297,423,71,66197,E,https://www.dingeo.dk/adresse/2820-gentofte/resedavej-27b/
"Brogårdsvej 137, 1. th",55.752007,12.519992,2995000,Ejerlejlighed,4,1946,lav,267,94,127,85,35235,D,https://www.dingeo.dk/adresse/2820-gentofte/brog%C3%A5rdsvej-137/1-th/
Fuglegårdsvej 22A,55.743457,12.52931,7995000,Villa,5,,høj,882,127,664,142,56302,N/A,https://www.dingeo.dk/adresse/2820-gentofte/fugleg%C3%A5rdsvej-22a/
