Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
"Upsalagade 22, st. th",55.69226,12.5802,11995000,Ejerlejlighed,5,,lav,865,146,513,179,67011,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/upsalagade-22/st-th/
"Petersborgvej 6, 3. 4",55.700869,12.581736,5195000,Ejerlejlighed,3,,lav,259,112,80,83,62590,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/petersborgvej-6/3-4/
"Viborggade 61, 2. th",55.705767,12.583746,4295000,Ejerlejlighed,2,,lav,579,104,121,67,64104,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/viborggade-61/2-th/
"Langelinie Allé 29, 1. mf",55.698936,12.59988,11390000,Ejerlejlighed,3,2001,N/A,"1,40",515,360,144,79097,B,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/langelinie%20all%C3%A9-29/1-mf/
"Viborggade 43, 1. th",55.705582,12.582144,5995000,Ejerlejlighed,3,,lav,526,86,211,93,64462,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/viborggade-43/1-th/
"Strandvejen 95, st. tv",55.7222,12.577177,7195000,Ejerlejlighed,4,,lav,416,502,192,128,56210,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/strandvejen-95/st-tv/
"H.P. Ørums Gade 34, st. ",55.711422,12.559631,5495000,Villalejlighed,3,1908,lav,"1,14",106,154,79,69556,B,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/h.p.%20%C3%B8rums%20gade-34/st-/
"Drejøgade 35, 2. 23",55.711985,12.571007,2895000,Ejerlejlighed,2,1979,lav,487,134,43,64,45234,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/drej%C3%B8gade-35/2-23/
"Nordre Frihavnsgade 87, st. th",55.703629,12.588979,3795000,Ejerlejlighed,2,50 MBit,N/A,810,130,251,65,58384,N/A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/nordre%20frihavnsgade-87/st-th/
"Vibekegade 11, st. tv",55.706173,12.555864,4995000,Ejerlejlighed,3,,lav,627,162,239,72,69375,E,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/vibekegade-11/st-tv/
"Nordre Frihavnsgade 61, 2. tv",55.702978,12.584565,5595000,Ejerlejlighed,3,,N/A,536,153,38,78,71730,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/nordre%20frihavnsgade-61/2-tv/
"Øster Farimagsgade 30, 2. th",55.691493,12.576457,13495000,Ejerlejlighed,6,,lav,944,62,308,179,75391,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/%C3%B8ster%20farimagsgade-30/2-th/
"Sortedam Dossering 65A, 4. ",55.694447,12.5724,16595000,Ejerlejlighed,6,,lav,708,58,121,188,88271,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/sortedam%20dossering-65a/4-/
"Scherfigsvej 21, 2. tv",55.721898,12.581768,9250000,Ejerlejlighed,4,,lav,494,627,293,123,75203,A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/scherfigsvej-21/2-tv/
"Rosenvængets Hovedvej 38, 2. th",55.701168,12.586897,4245000,Ejerlejlighed,2,1938,lav,583,71,221,58,73189,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/rosenv%C3%A6ngets%20hovedvej-38/2-th/
Niels W. Gades Gade 25,55.714081,12.574147,12995000,Rækkehus,7,,lav,559,244,238,136,95551,N/A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/niels%20w.%20gades%20gade-25/
"Ryvangs Allé 22A, 2. ",55.721472,12.572055,7595000,Ejerlejlighed,3,,lav,633,464,384,136,55845,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/ryvangs%20all%C3%A9-22a/2-/
"Amerika Plads 18, 4. 1",55.699262,12.594257,4900000,Ejerlejlighed,3,,N/A,"1,04",331,138,81,60493,B,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/amerika%20plads-18/4-1/
"Strandvejen 59, 3. tv",55.716927,12.576961,9295000,Ejerlejlighed,6,,lav,843,58,299,197,47182,N/A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/strandvejen-59/3-tv/
"Ålborggade 7, st. th",55.705598,12.578491,3150000,Ejerlejlighed,2,1893,lav,424,126,156,54,58333,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/%C3%A5lborggade-7/st-th/
Webersgade 48,55.690808,12.5729,9995000,Rækkehus,5,1879,lav,766,259,194,135,74037,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/webersgade-48/
"Bryggervangen 16, 4. th",55.709561,12.564745,3670000,Ejerlejlighed,2,,lav,788,106,69,59,62203,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/bryggervangen-16/4-th/
"Nygårdsvej 17, 2. th",55.71216,12.573767,3195000,Ejerlejlighed,2,1899,lav,379,100,134,53,60283,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/nyg%C3%A5rdsvej-17/2-th/
"J.E. Ohlsens Gade 1, 2. th",55.70168,12.578062,7995000,Ejerlejlighed,4,,lav,192,163,43,106,75424,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/j.e.%20ohlsens%20gade-1/2-th/
"Olof Palmes Gade 1, 1. ",55.693387,12.583745,7250000,Ejerlejlighed,4,50 MBit,lav,816,400,325,116,62500,N/A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/olof%20palmes%20gade-1/1-/
"Langelinie Allé 3, 1. 3",55.695869,12.599272,10995000,Ejerlejlighed,4,1997,N/A,"1,43",243,389,151,72814,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/langelinie%20all%C3%A9-3/1-3/
"Nyborggade 4, 1. ",55.709637,12.578427,13995000,Ejerlejlighed,4,,lav,90,154,59,199,70326,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/nyborggade-4/1-/
"Venøgade 28, st. th",55.71261,12.565203,5795000,Ejerlejlighed,4,,lav,841,160,200,96,60364,B,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/ven%C3%B8gade-28/st-th/
"Bomhusvej 16B, 3. mf",55.72226,12.557534,3495000,Ejerlejlighed,3,,mellem,"1,39",55,299,71,49225,A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/bomhusvej-16b/3-mf/
"Classensgade 17, 5. tv",55.69702,12.58255,14495000,Ejerlejlighed,6,,lav,436,256,193,175,82828,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/classensgade-17/5-tv/
"Vangehusvej 17, 1. ",55.719922,12.573222,4895000,Andelsbolig,6,,lav,738,354,302,141,34716,N/A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/vangehusvej-17/1-/
"Victor Bendix Gade 16, 4. tv",55.711919,12.566346,4495000,Ejerlejlighed,3,,lav,743,98,257,79,56898,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/victor%20bendix%20gade-16/4-tv/
Sølundsvej 3,55.718777,12.574288,40000000,Villa,10,1910,lav,831,211,297,345,115942,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/s%C3%B8lundsvej-3/
"Strandboulevarden 62A, 2. ",55.702563,12.588581,5245000,Ejerlejlighed,3,,N/A,734,195,222,85,61705,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/strandboulevarden-62a/2-/
"Langelinie Allé 9, st. 4",55.696842,12.599433,3699000,Ejerlejlighed,2,,N/A,"1,41",313,343,76,48671,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/langelinie%20all%C3%A9-9/st-4/
Skovgaardsgade 21,55.692379,12.575065,15495000,Rækkehus,6,1886,lav,861,160,352,145,106862,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/skovgaardsgade-21/
"Jagtvej 213, 1. 2",55.708956,12.574424,2695000,Ejerlejlighed,2,,lav,176,198,93,64,42109,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/jagtvej-213/1-2/
"Strandpromenaden 75, 3. th",55.721489,12.581606,14500000,Ejerlejlighed,4,50 MBit,lav,531,584,263,178,81460,N/A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/strandpromenaden-75/3-th/
"Æbeløgade 26, st. tv",55.712239,12.561543,2850000,Ejerlejlighed,2,,lav,"1,04",47,58,58,49137,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/%C3%A6bel%C3%B8gade-26/st-tv/
Eckersbergsgade 6,55.691476,12.575662,15995000,Rækkehus,5,1883,lav,953,110,282,135,118481,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/eckersbergsgade-6/
"Scherfigsvej 21, 1. tv",55.721898,12.581768,8995000,Ejerlejlighed,4,,lav,494,627,293,123,73130,A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/scherfigsvej-21/1-tv/
"Gammel Kalkbrænderi Vej 15B, st. th",55.704397,12.584368,3795000,Andelsbolig,4,100 MBit,lav,639,77,175,94,40372,N/A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/gammel%20kalkbr%C3%A6nderi%20vej-15b/st-th/
"Strandvejen 20C, 1. tv",55.71938,12.577917,7995000,Ejerlejlighed,4,,lav,723,261,126,129,61976,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/strandvejen-20c/1-tv/
"Emdrupvej 12, st. th",55.718878,12.554815,2495000,Ejerlejlighed,3,,mellem,"1,64",312,82,64,38984,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/emdrupvej-12/st-th/
"Victor Bendix Gade 20, st. tv",55.712159,12.566495,4145000,Ejerlejlighed,3,,lav,745,79,269,83,49939,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/victor%20bendix%20gade-20/st-tv/
"Østerbrogade 208, 1. mf",55.712045,12.578312,4495000,Ejerlejlighed,3,,lav,310,115,81,74,60743,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/%C3%B8sterbrogade-208/1-mf/
"Willemoesgade 19, 3. th",55.697978,12.58154,8798000,Ejerlejlighed,4,,lav,315,141,152,121,72710,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/willemoesgade-19/3-th/
"Vibekegade 9, 1. tv",55.706477,12.55576,4495000,Ejerlejlighed,3,,lav,640,128,209,74,60743,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/vibekegade-9/1-tv/
Høyensgade 5,55.692311,12.576421,14495000,Rækkehus,4,1884,lav,854,85,386,137,105802,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/h%C3%B8yensgade-5/
Vesterled 20,55.719452,12.581001,26995000,Villa,10,,lav,735,391,233,270,99981,N/A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/vesterled-20/
"Lyngbyvej 75, 1. ",55.711665,12.55989,4398000,Ejerlejlighed,3,,lav,"1,13",76,138,84,52357,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/lyngbyvej-75/1-/
"Engelstedsgade 39, 1. ",55.711056,12.558758,4495000,Ejerlejlighed,3,1921,lav,"1,13",175,216,76,59144,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/engelstedsgade-39/1-/
Svanemøllevej 36,55.72048,12.575289,25000000,Villa,7,1935,lav,631,365,163,191,130890,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/svanem%C3%B8llevej-36/
"Marstalsgade 23, 2. th",55.703889,12.586818,3595000,Ejerlejlighed,2,1902,N/A,712,156,154,56,64196,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/marstalsgade-23/2-th/
"Solvænget 1, st. th",55.718945,12.577539,7495000,Ejerlejlighed,5,,lav,773,208,175,130,57653,E,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/solv%C3%A6nget-1/st-th/
Soldalen 24,55.719449,12.579577,19995000,Rækkehus,10,1931,lav,719,326,162,263,76026,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/soldalen-24/
"Nordre Frihavnsgade 21, 5. th",55.701032,12.579941,6795000,Ejerlejlighed,5,,lav,172,143,36,95,71526,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/nordre%20frihavnsgade-21/5-th/
Berggreensgade 52,55.715375,12.573288,13750000,Rækkehus,6,1901,lav,713,180,315,143,96153,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/berggreensgade-52/
"Indiakaj 13, 4. mf",55.695335,12.598598,5495000,Ejerlejlighed,2,1994,N/A,"1,41",182,398,75,73266,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/indiakaj-13/4-mf/
"Heisesgade 33, st. ",55.714271,12.573427,4995000,Villalejlighed,2,1894,lav,596,194,275,65,76846,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/heisesgade-33/st-/
"Ålborggade 20, 1. th",55.705552,12.579377,3375000,Ejerlejlighed,2,,lav,444,115,213,55,61363,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/%C3%A5lborggade-20/1-th/
"Strandboulevarden 44, 2. tv",55.700683,12.589828,9495000,Ejerlejlighed,5,1931,N/A,758,40,386,132,71931,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/strandboulevarden-44/2-tv/
"Amerika Plads 3D, 3. th",55.697598,12.59422,8500000,Ejerlejlighed,4,,N/A,"1,07",315,50,138,61594,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/amerika%20plads-3d/3-th/
"Amerika Plads 32B, 6. th",55.699929,12.594982,13000000,Ejerlejlighed,4,2006,N/A,"1,08",336,214,160,81250,B,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/amerika%20plads-32b/6-th/
"Haraldsgade 103, 2. ",55.709838,12.559903,4995000,Ejerlejlighed,3,,lav,"1,08",211,118,79,63227,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/haraldsgade-103/2-/
Scherfigsvej 1,55.72194,12.578104,48000000,Villa,8,1900,lav,439,536,159,474,101265,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/scherfigsvej-1/
"Midtermolen 18, 1. tv",55.697494,12.597758,6995000,Ejerlejlighed,4,1994,N/A,"1,29",311,218,123,56869,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/midtermolen-18/1-tv/
"Korsørgade 29, 2. tv",55.707363,12.583524,9250000,Ejerlejlighed,5,,lav,464,114,146,151,61258,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/kors%C3%B8rgade-29/2-tv/
"Middelfartgade 4, 3. th",55.709062,12.585804,6195000,Ejerlejlighed,4,,lav,555,84,291,100,61950,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/middelfartgade-4/3-th/
"Brammingegade 6, 4. th",55.70638,12.578507,4495000,Ejerlejlighed,2,,lav,340,107,167,66,68106,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/brammingegade-6/4-th/
"Drejøgade 26A, 3. 304",55.710787,12.572402,2345000,Ejerlejlighed,1,,lav,340,77,143,38,61710,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/drej%C3%B8gade-26a/3-304/
"Drejøgade 26B, st. 4",55.711037,12.572248,2195000,Ejerlejlighed,1,,lav,363,59,114,40,54875,N/A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/drej%C3%B8gade-26b/st-4/
"Willemoesgade 63, 4. ",55.698683,12.586222,8995000,Ejerlejlighed,4,1897,lav,542,136,136,126,71388,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/willemoesgade-63/4-/
"Løgstørgade 37, 2. tv",55.708865,12.584363,4395000,Ejerlejlighed,3,,lav,465,113,272,68,64632,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/l%C3%B8gst%C3%B8rgade-37/2-tv/
"Scherfigsvej 13, 5. ",55.72194,12.580712,9995000,Ejerlejlighed,3,,lav,464,595,242,110,90863,A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/scherfigsvej-13/5-/
Heisesgade 4,55.713478,12.574,12995000,Rækkehus,6,1893,lav,501,239,220,151,86059,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/heisesgade-4/
"Amerika Plads 20, 5. 4",55.699483,12.594325,4495000,Ejerlejlighed,3,,N/A,"1,04",321,162,81,55493,B,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/amerika%20plads-20/5-4/
"Holsteinsgade 9, 3. tv",55.698803,12.582694,12950000,Ejerlejlighed,7,,lav,325,64,245,223,58071,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/holsteinsgade-9/3-tv/
"Scherfigsvej 19, 2. tv",55.721898,12.581546,8500000,Ejerlejlighed,4,,lav,488,619,281,119,71428,A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/scherfigsvej-19/2-tv/
"Kildevældsgade 74, 3. tv",55.714222,12.569982,5495000,Ejerlejlighed,3,1906,lav,707,85,268,90,61055,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/kildev%C3%A6ldsgade-74/3-tv/
"Rothesgade 4, 5. ",55.703351,12.578927,8495000,Ejerlejlighed,4,1904,lav,382,131,134,168,50565,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/rothesgade-4/5-/
"Næstvedgade 6A, st. ",55.700432,12.586033,2995000,Ejerlejlighed,2,1890,N/A,514,42,278,60,49916,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/n%C3%A6stvedgade-6a/st-/
"Strandboulevarden 145, 1. tv",55.708993,12.579984,7495000,Ejerlejlighed,4,1904,lav,187,149,179,124,60443,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/strandboulevarden-145/1-tv/
"Amerika Plads 34, 6. tv",55.700323,12.594718,8999000,Ejerlejlighed,4,,N/A,"1,07",307,256,132,68174,B,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/amerika%20plads-34/6-tv/
"Hjørringgade 15, 3. th",55.706178,12.587776,4625000,Ejerlejlighed,3,1899,N/A,765,165,80,74,62500,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/hj%C3%B8rringgade-15/3-th/
Engelstedsgade 7,55.70995,12.55932,10995000,Rækkehus,6,1915,lav,"1,07",250,156,162,67870,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/engelstedsgade-7/
"Willemoesgade 91, 2. th",55.699848,12.590779,6495000,Ejerlejlighed,4,,lav,814,138,310,102,63676,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/willemoesgade-91/2-th/
"Classensgade 72, st. tv",55.69887,12.591299,8195000,Ejerlejlighed,6,,lav,856,163,222,139,58956,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/classensgade-72/st-tv/
"Webersgade 17, 3. tv",55.690652,12.572693,5000000,Ejerlejlighed,3,,lav,746,239,183,66,75757,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/webersgade-17/3-tv/
Strandøre 17,55.720754,12.581703,29000000,Villa,8,1928,lav,609,524,247,223,130044,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/strand%C3%B8re-17/
Strandøre 6A,55.720989,12.578798,13995000,Rækkehus,3,2016,lav,545,448,80,158,88575,A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/strand%C3%B8re-6a/
"Classensgade 19A, 2. tv",55.697332,12.582951,9795000,Ejerlejlighed,5,1909,lav,429,228,181,138,70978,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/classensgade-19a/2-tv/
"Rosenvængets Allé 17, 5. th",55.699283,12.580777,7750000,Ejerlejlighed,3,,lav,192,47,188,113,68584,D,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/rosenv%C3%A6ngets%20all%C3%A9-17/5-th/
"Scherfigsvej 13, 2. tv",55.72194,12.580712,8500000,Ejerlejlighed,4,,lav,464,595,242,117,72649,A,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/scherfigsvej-13/2-tv/
Rosbæksvej 10,55.722893,12.575502,16495000,Villa,5,1961,mellem,379,402,303,160,103093,F,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/rosb%C3%A6ksvej-10/
"Nordre Frihavnsgade 24, 1. 3",55.701031,12.580498,6295000,Ejerlejlighed,3,1976,lav,199,151,7,98,64234,C,https://www.dingeo.dk/adresse/2100-k%C3%B8benhavn%20%C3%B8/nordre%20frihavnsgade-24/1-3/
