Address,Longitude,Latitude,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Zipcode
"Korsørgade 30, 1. tv",55.707128,12.58349,4195000,Ejerlejlighed,2.0,1920.0,lav,475.0,138,132.0,65,64538,C,2100
J.A. Schwartz Gade 8,55.693158,12.577068,16495000,Rækkehus,7.0,1876.0,lav,757.0,142,431.0,129,127868,A2010,2100
Øster Farimagsgade 41,55.691409,12.575868,12995000,Rækkehus,6.0,1920.0,lav,958.0,100,281.0,176,73835,C,2100
"Jagtvej 215A, 4. 3",55.709099,12.574338,2950000,Ejerlejlighed,2.0,1920.0,lav,179.0,182,98.0,63,46825,C,2100
"Odensegade 17, 5. tv",55.700138,12.58038,9495000,Ejerlejlighed,4.0,1893.0,lav,153.0,61,93.0,139,68309,C,2100
"H.P. Ørums Gade 30, 1. ",55.711246,12.559711,4995000,Ejerlejlighed,3.0,1920.0,lav,568.5,117,152.0,89,56123,C,2100
"Strandboulevarden 121, 3. tv",55.70899,12.583891,4495000,Ejerlejlighed,3.0,1920.0,lav,434.0,99,266.0,68,66102,C,2100
Rosbæksvej 22,55.722676,12.571428,19500000,Villa,9.0,1920.0,lav,567.0,399,474.0,307,63517,C,2100
"Vordingborggade 37, 1. tv",55.708102,12.584536,6495000,Ejerlejlighed,4.0,1920.0,lav,493.0,110,187.0,103,63058,C,2100
Lundehusvej 5,55.72231,12.553083,12995000,Villa,6.0,1928.0,mellem,568.5,196,373.0,211,61587,C,2100
"Østbanegade 37, 2. 4",55.697854,12.591597,3745000,Ejerlejlighed,3.0,1920.0,lav,897.0,215,183.0,57,65701,D,2100
"Strynøgade 4, 1. tv",55.711921,12.574942,5995000,Ejerlejlighed,4.0,1920.0,lav,318.0,139,156.0,97,61804,C,2100
"Trondhjemsgade 3, 1. th",55.693851,12.587046,20495000,Ejerlejlighed,6.0,1907.0,lav,889.0,273,219.0,260,78826,D,2100
"Willemoesgade 37, 4. tv",55.698167,12.583758,7495000,Ejerlejlighed,4.0,1920.0,lav,417.0,155,150.0,96,78072,D,2100
"Strandboulevarden 99, 3. tv",55.707515,12.58538,7750000,Ejerlejlighed,3.0,1920.0,lav,564.0,158,117.0,101,76732,C,2100
"Løgstørgade 34, 3. th",55.707819,12.583827,4350000,Ejerlejlighed,2.0,1920.0,lav,460.0,83,174.0,69,63043,C,2100
"Scherfigsvej 6A, 4. tv",55.721474,12.579764,12495000,Ejerlejlighed,3.0,1920.0,lav,499.0,522,162.0,129,96860,A2010,2100
"Vardegade 29, 1. tv",55.708967,12.585899,3295000,Ejerlejlighed,2.0,1906.0,lav,561.0,73,282.0,62,53145,D,2100
"Amerika Plads 8, 4. tv",55.698696,12.593933,6249000,Ejerlejlighed,4.0,2007.0,lav,568.5,332,82.0,110,56809,B,2100
"Amerika Plads 23, 11. tv",55.700049,12.593345,15500000,Ejerlejlighed,5.0,2017.0,lav,978.0,236,236.0,160,96875,A2015,2100
"Nyborggade 4, st. ",55.709637,12.578427,4795000,Ejerlejlighed,3.0,1903.0,lav,90.0,154,59.0,87,55114,C,2100
"Øster Allé 22, 1. ",55.700192,12.575161,9995000,Ejerlejlighed,4.0,1900.0,lav,183.0,294,207.0,122,81926,B,2100
Hvidager 54,55.663125,12.33332,3850000,Villa,5.0,1977.0,mellem,651.0,308,217.0,165,23333,C,2620
Tranehusene 30,55.675829,12.350938,2995000,Rækkehus,4.0,1972.0,meget lav,651.0,152,921.0,112,26741,C,2620
Hvidager 34,55.66303,12.335071,3845000,Villa,4.0,1972.0,mellem,651.0,388,244.0,130,29576,C,2620
Skærager 38,55.662909,12.327844,4295000,Villa,5.0,1966.0,mellem,651.0,217,376.0,159,27012,E,2620
Falkehusene 39,55.674468,12.356151,2998000,Rækkehus,4.0,1968.0,lav,651.0,147,966.0,108,27759,C,2620
Mölndalsparken 38,55.660237,12.335931,2695000,Rækkehus,4.0,1986.0,mellem,651.0,386,213.0,94,28670,B,2620
Enebærhaven 77,55.678328,12.352147,3798000,Villa,4.0,1962.0,meget lav,651.0,383,1.162,121,31388,D,2620
Rønne Alle 10,55.663767,12.356803,4250000,Villa,5.0,1934.0,lav,829.0,351,322.0,106,40094,D,2620
Egebo 24A,55.666169,12.340211,3399000,Ejerlejlighed,5.0,2008.0,lav,651.0,691,453.0,128,26554,B,2620
Lange Eng 40,55.664883,12.34427,4695000,Rækkehus,6.0,1977.0,lav,651.0,435,680.0,128,36679,A2010,2620
Fasanhusene 19,55.674561,12.358719,3150000,Rækkehus,4.0,1968.0,lav,651.0,300,804.0,106,29716,C,2620
"Topperne 32, st. 2",55.670512,12.342948,899000,Ejerlejlighed,1.0,1977.0,lav,651.0,296,232.0,33,27242,C,2620
Blankager 23,55.672209,12.339168,4595000,Villa,5.0,1966.0,mellem,651.0,212,150.0,167,27514,D,2620
Enebærhaven 79,55.678661,12.352163,3295000,Villa,4.0,1975.0,meget lav,651.0,418,1.19,126,26150,C,2620
Skærager 1,55.662281,12.330073,4798000,Villa,4.0,1972.0,mellem,651.0,129,219.0,172,27895,D,2620
Egebo 27,55.665939,12.340165,2995000,Ejerlejlighed,4.0,2008.0,lav,651.0,692,477.0,99,30252,B,2620
Askebo 11,55.665036,12.342059,3895000,Rækkehus,5.0,2013.0,lav,651.0,572,605.0,126,30912,A,2620
"Topperne 12, st. 2",55.671114,12.341644,925000,Ejerlejlighed,1.0,1971.0,lav,651.0,303,149.0,33,28030,C,2620
Egebo 14A,55.665952,12.33959,3895000,Ejerlejlighed,6.0,1977.0,lav,651.0,728,471.0,172,22645,B,2620
Grønneled 7,55.661374,12.354229,3695000,Villa,4.0,1959.0,lav,540.0,505,423.0,95,38894,D,2620
Jægerhusene 10,55.672086,12.356157,3095000,Rækkehus,5.0,1968.0,lav,651.0,356,978.0,108,28657,C,2620
Skyttehusene 24,55.672216,12.358045,2695000,Rækkehus,5.0,1968.0,lav,651.0,403,857.0,106,25424,B,2620
Tranehusene 76,55.675501,12.350101,2898000,Rækkehus,4.0,1972.0,meget lav,651.0,133,857.0,112,25875,C,2620
Falkehusene 77,55.673986,12.356405,2848000,Rækkehus,5.0,1968.0,lav,651.0,190,946.0,106,26867,C,2620
Enebærhaven 65,55.67769,12.352884,5500000,Villa,5.0,1975.0,meget lav,651.0,302,1.148,176,31250,C,2620
Tranehusene 80,55.675106,12.350847,2595000,Rækkehus,4.0,1972.0,meget lav,651.0,74,871.0,108,24027,B,2620
Fasanhusene 33,55.674324,12.35876,2875000,Rækkehus,4.0,1970.0,lav,651.0,308,799.0,106,27122,C,2620
Rytterhusene 54,55.672557,12.360336,3195000,Rækkehus,4.0,1968.0,lav,651.0,285,707.0,108,29583,C,2620
Kongsager 56,55.66534,12.333501,4095000,Villa,5.0,1966.0,mellem,651.0,519,463.0,139,29460,C,2620
Randager 86,55.669586,12.333885,5495000,Villa,6.0,1967.0,mellem,651.0,645,326.0,175,31400,C,2620
Robinievej 73,55.666505,12.342609,3200000,Rækkehus,4.0,2008.0,lav,651.0,545,471.0,110,29090,A2010,2620
Bomhusstræde 2,55.659617,12.33125,3995000,Villa,6.0,1977.0,mellem,651.0,186,196.0,155,25774,C,2620
Askebo 19,55.664831,12.341841,3695000,Rækkehus,5.0,2013.0,lav,651.0,589,622.0,131,28206,A2010,2620
"Kanaltorvet 8, 2. 21",55.655302,12.354,1350000,Ejerlejlighed,1.0,1977.0,lav,137.0,269,103.0,59,22881,B,2620
Kastanie Alle 6,55.663009,12.349733,4195000,Villa,5.0,1977.0,lav,762.0,291,661.0,121,34669,C,2620
Hyldagervænge 13,55.65786,12.333232,3795000,Rækkehus,6.0,1997.0,mellem,651.0,380,363.0,140,27107,C,2620
Mørkager 21,55.663701,12.328655,4795000,Villa,5.0,1967.0,mellem,651.0,298,392.0,155,30935,C,2620
Egebo 4A,55.665688,12.340369,3548000,Ejerlejlighed,3.0,1977.0,lav,651.0,678,507.0,125,28384,C,2620
Randager 83,55.668228,12.33304,4850000,Villa,5.0,1966.0,mellem,651.0,796,431.0,129,37596,C,2620
Robinievej 64,55.666618,12.341534,3295000,Rækkehus,4.0,2008.0,lav,651.0,615,429.0,116,28405,A2010,2620
Kildestrædet 50,55.718683,12.399859,3195000,Rækkehus,3.0,1980.0,mellem,262.0,220,149.0,87,36724,C,2740
Dyrehegnet 40,55.714658,12.40875,3395000,Villa,5.0,1953.0,høj,838.0,277,370.0,181,18756,D,2740
Sandbjergvej 19,55.725686,12.411123,5195000,Villa,5.0,1969.0,mellem,820.0,231,898.0,140,37107,A2010,2740
Harrestrup Vænge 7,55.699707,12.38439,1348000,Fritidshus,2.0,1981.0,lav,829.0,1412,1.513,55,24509,C,2740
Valhalla 6,55.710408,12.411502,1245000,Fritidshus,3.0,1995.0,høj,829.0,527,775.0,49,25408,C,2740
Gefionvej 3,55.704142,12.385524,1495000,Fritidshus,2.0,2002.0,lav,829.0,986,1.608,50,29900,C,2740
Gefionvej 21,55.704502,12.385652,995000,Fritidshus,2.0,1978.0,lav,829.0,949,1.62,37,26891,C,2740
Nissedalen 77,55.723217,12.414673,6995000,Villa,5.0,2016.0,mellem,889.0,329,668.0,158,44272,A2010,2740
Ejbyvej 3,55.719746,12.396977,5295000,Villa,5.0,1910.0,mellem,305.0,177,219.0,165,32090,C,2740
Danvej 3,55.704344,12.380507,1095000,Fritidshus,2.0,1982.0,lav,829.0,1184,1.905,48,22812,C,2740
Jættevej 39,55.701095,12.385421,1595000,Fritidshus,2.0,2017.0,lav,829.0,1283,1.486,50,31900,C,2740
Øster Hanevad 35,55.709551,12.416846,895000,Fritidshus,3.0,1962.0,høj,829.0,863,920.0,40,22375,C,2740
Jættevej 23,55.70102,12.384463,1395000,Fritidshus,3.0,1997.0,lav,829.0,1316,1.541,48,29062,C,2740
Gefionvej 34,55.704911,12.38679,1595000,Fritidshus,2.0,1979.0,lav,829.0,870,1.581,50,31900,C,2740
Huginsvej 14,55.703193,12.384466,1195000,Fritidshus,2.0,1981.0,lav,829.0,1111,1.622,50,23900,C,2740
Gefionvej 61,55.705922,12.386477,895000,Fritidshus,2.0,1968.0,lav,829.0,792,1.66,42,21309,C,2740
Ejbyvej 73,55.712476,12.400438,4495000,Villa,5.0,1957.0,mellem,935.0,309,759.0,146,30787,D,2740
Heimdalsvej 11,55.710458,12.413454,975000,Fritidshus,2.0,1963.0,høj,829.0,626,773.0,40,24375,C,2740
Jættevej 19,55.700818,12.383828,1695000,Fritidshus,2.0,1979.0,lav,829.0,1356,1.574,48,35312,C,2740
Lindeengen 47,55.711298,12.386107,4245000,Villa,5.0,1972.0,mellem,829.0,532,1.342,125,33960,D,2740
Ceresvej 1,55.705003,12.37973,695000,Fritidshus,3.0,1976.0,lav,829.0,1176,1.98,450,1544,C,2740
Græsvang 24,55.717303,12.409597,3495000,Villa,3.0,1976.0,høj,660.0,422,160.0,88,39715,C,2740
Øster Hanevad 68,55.709213,12.417927,1295000,Fritidshus,2.0,1970.0,høj,829.0,942,980.0,52,24903,C,2740
Danvej 10,55.70441,12.378982,1495000,Fritidshus,2.0,1983.0,lav,829.0,1254,1.996,50,29900,C,2740
Nissedalen 70,55.722357,12.418832,5250000,Villa,7.0,1959.0,mellem,829.0,556,699.0,165,31818,E,2740
Birkeengen 90,55.713904,12.386862,4095000,Villa,4.0,1961.0,mellem,829.0,558,1.128,108,37916,E,2740
Gefionvej 15,55.704235,12.385967,1275000,Fritidshus,2.0,1985.0,lav,829.0,962,1.588,50,25500,C,2740
Frejavej 3,55.703893,12.382892,1195000,Fritidshus,3.0,1998.0,lav,829.0,1112,1.746,47,25425,C,2740
Øster Hanevad 72,55.709303,12.41745,1495000,Fritidshus,2.0,1967.0,høj,829.0,911,959.0,50,29900,C,2740
Nederbyvej 49,55.710731,12.407242,4800000,Villa,5.0,1966.0,høj,829.0,325,801.0,147,32653,D,2740
Jættevej 6,55.700101,12.384053,648000,Fritidshus,3.0,1976.0,lav,829.0,1418,1.542,49,13224,C,2740
Asynjevej 15,55.705817,12.377555,1495000,Fritidshus,2.0,1977.0,lav,829.0,1190,1.858,50,29900,C,2740
Byvolden 15,55.723457,12.412515,5995000,Villa,8.0,1972.0,mellem,768.0,240,675.0,236,25402,C,2740
Ceresvej 3,55.705178,12.379608,1595000,Fritidshus,3.0,1980.0,lav,829.0,1171,1.995,60,26583,C,2740
Bakkehøj 57,55.716139,12.390379,7800000,Villa,5.0,2017.0,mellem,874.0,587,796.0,170,45882,A2015,2740
Emblavej 42,55.705783,12.384032,1345000,Fritidshus,3.0,1979.0,lav,829.0,911,1.781,50,26900,C,2740
Søbyvej 9,55.713134,12.404198,4495000,Villa,5.0,1957.0,mellem,880.0,59,690.0,150,29966,D,2740
Vester Hanevad 55,55.709831,12.416443,1250000,Fritidshus,2.0,1962.0,høj,829.0,826,883.0,48,26041,C,2740
Harrestrup Vænge 16,55.6998,12.386024,1495000,Fritidshus,3.0,1981.0,lav,829.0,1314,1.413,60,24916,C,2740
Danvej 21,55.703928,12.380465,1445000,Fritidshus,2.0,2008.0,lav,829.0,1217,1.888,50,28900,C,2740
Ved Hanevad 8E,55.711355,12.416542,825000,Fritidshus,1.0,1993.0,høj,829.0,766,726.0,35,23571,C,2740
Gefionvej 45,55.70543,12.386062,1595000,Fritidshus,2.0,1977.0,lav,829.0,851,1.651,49,32551,C,2740
Ålegårdsvej 17,55.727399,12.409523,3695000,Villa,5.0,1957.0,mellem,892.0,232,955.0,131,28206,C,2740
Danvej 15,55.70418,12.380073,1296000,Fritidshus,2.0,1976.0,lav,829.0,1217,1.922,50,25920,C,2740
Brandsbyvej 37,55.709794,12.395075,4495000,Villa,6.0,1967.0,mellem,829.0,182,1.139,160,28093,D,2740
Vester Hanevad 2,55.71095,12.415462,1095000,Fritidshus,3.0,1976.0,høj,829.0,716,745.0,45,24333,C,2740
Danvej 26,55.703869,12.378495,995000,Fritidshus,2.0,1977.0,lav,829.0,1316,2.002,49,20306,C,2740
Hasselvej 9,55.713252,12.398328,6100000,Villa,5.0,1971.0,mellem,869.0,321,706.0,173,35260,D,2740
Frejavej 40,55.703135,12.380706,1395000,Fritidshus,2.0,1981.0,lav,829.0,1268,1.842,50,27900,C,2740
Skovlunde Byvej 31A,55.725982,12.40873,6995000,Villa,7.0,1932.0,mellem,736.0,181,805.0,101,69257,C,2740
Bjarkesvej 19,55.704276,12.377732,645000,Fritidshus,3.0,1978.0,lav,829.0,1317,2.002,40,16125,C,2740
Tangevej 8,55.717774,12.396583,7495000,Villa,5.0,2019.0,mellem,459.0,394,381.0,166,45150,A2015,2740
Frejavej 26,55.703447,12.380905,1295000,Fritidshus,3.0,1977.0,lav,829.0,1235,1.842,49,26428,C,2740
Gefionvej 68,55.706053,12.387771,1100000,Fritidshus,3.0,1978.0,lav,829.0,730,1.602,50,22000,C,2740
Bjarkesvej 17,55.704417,12.377742,1295000,Fritidshus,3.0,1976.0,lav,829.0,1306,1.99,43,30116,C,2740
Ålegårdsvej 28,55.72809,12.405665,4595000,Villa,5.0,1961.0,høj,846.0,134,888.0,187,24572,E,2740
Jægertoften 11,55.728649,12.401375,6795000,Villa,6.0,1967.0,høj,861.0,367,876.0,186,36532,C,2740
Jyttevej 48,55.72577,12.406802,3995000,Villa,6.0,1959.0,mellem,644.0,183,706.0,159,25125,E,2740
Annavej 5,55.72354,12.401034,6495000,Villa,4.0,1953.0,mellem,295.0,323,312.0,158,41107,A2010,2740
Jættevej 3,55.700935,12.382864,1295000,Fritidshus,3.0,1984.0,lav,829.0,1376,1.637,50,25900,C,2740
Gefionvej 9,55.704189,12.385198,1495000,Fritidshus,3.0,1978.0,lav,829.0,994,1.629,50,29900,C,2740
Lundagervej 36B,55.718415,12.393346,4250000,Villa,5.0,1960.0,mellem,578.0,428,493.0,62,68548,C,2740
Draupnersvej 1,55.711421,12.415247,1129000,Fritidshus,2.0,2004.0,høj,829.0,686,691.0,50,22580,C,2740
Græsvang 1,55.716103,12.411886,3195000,Villa,3.0,1960.0,høj,857.0,532,143.0,100,31950,F,2740
Frejavej 15,55.703795,12.382456,1395000,Fritidshus,3.0,1979.0,lav,829.0,1139,1.766,49,28469,C,2740
Harrestrup Vænge 3,55.699573,12.383215,1595000,Fritidshus,2.0,1996.0,lav,829.0,1481,1.584,60,26583,C,2740
Hårbyvej 11,55.711679,12.41154,6795000,Villa,6.0,1964.0,høj,829.0,455,634.0,186,36532,C,2740
Gefionvej 24,55.704429,12.387324,1495000,Fritidshus,2.0,1978.0,lav,829.0,897,1.524,42,35595,C,2740
"Bydammen 19, 2. th",55.731489,12.359753,1695000,Ejerlejlighed,2.0,1939.0,mellem,142.0,529,87.0,56,30267,C,2750
Tvendagervej 1A,55.754935,12.341235,2850000,Villalejlighed,3.0,1955.0,mellem,536.5,705,554.0,96,29687,C,2750
"Slettebjergvej 4, 1. th",55.730508,12.36851,2295000,Ejerlejlighed,3.0,1943.0,mellem,533.0,480,481.0,70,32785,D,2750
Nyvangen 5,55.737338,12.35512,3985000,Villa,4.0,1967.0,mellem,851.0,376,785.0,111,35900,D,2750
Pederstrupvej 67,55.732988,12.338082,6495000,Villa,3.0,1886.0,høj,536.5,695,715.0,147,44183,C,2750
Rønstrupvej 135,55.714964,12.332205,1595000,Fritidshus,3.0,1967.0,lav,536.5,1037,1.54,60,26583,D,2750
"Klokkerhaven 2D, st. tv",55.73575,12.359547,1995000,Ejerlejlighed,3.0,1967.0,mellem,614.0,415,521.0,85,23470,D,2750
Vinterbuen 1,55.71853,12.348766,4095000,Villa,3.0,1973.0,mellem,536.5,446,538.0,134,30559,D,2750
Rønstrupvej 91,55.715787,12.33259,950000,Fritidshus,2.0,1997.0,lav,536.5,945,1.448,41,23170,D,2750
Vinterbuen 17,55.719584,12.348738,4225000,Villa,4.0,1973.0,mellem,536.5,473,539.0,150,28166,D,2750
Bueparken 124,55.719842,12.352606,6995000,Villa,5.0,2015.0,mellem,536.5,273,301.0,178,39297,A2015,2750
Rønstrupvej 94,55.715749,12.329459,1399000,Fritidshus,3.0,1998.0,lav,536.5,1062,1.556,60,23316,D,2750
"Gl Rådhusvej 66, 1. tv",55.730812,12.368138,2295000,Ejerlejlighed,3.0,1943.0,mellem,513.0,492,454.0,65,35307,F,2750
Rønstrupvej 146,55.71508,12.32877,1495000,Fritidshus,3.0,2000.0,lav,536.5,1147,1.642,59,25338,D,2750
Egebjergvej 59A,55.751061,12.384508,4195000,Villa,4.0,1963.0,høj,536.5,252,424.0,124,33830,D,2750
Nyvangen 2,55.737775,12.355563,3695000,Villa,6.0,1927.0,mellem,887.0,324,816.0,140,26392,D,2750
Eskilsbjerg 12,55.755784,12.33866,6645000,Villa,5.0,1971.0,mellem,536.5,695,462.0,156,42596,A2010,2750
Hørhaven 16,55.731596,12.371693,5495000,Villa,6.0,1956.0,mellem,750.0,709,630.0,157,35000,D,2750
Nygårdsvej 39A,55.733367,12.354373,3695000,Villa,4.0,1978.0,mellem,507.0,600,442.0,114,32412,D,2750
Østervej 44,55.728212,12.369363,5750000,Villa,8.0,1949.0,mellem,628.0,386,621.0,230,25000,A2010,2750
Rønstrupvej 124,55.715252,12.329498,1495000,Fritidshus,3.0,1998.0,lav,536.5,1104,1.6,60,24916,D,2750
Ellegårdsvej 14,55.725414,12.350745,5995000,Villa,7.0,1963.0,mellem,803.0,288,439.0,173,34653,B,2750
Axel Juels Alle 78,55.736502,12.3747,3795000,Villa,5.0,1970.0,mellem,536.5,1013,460.0,132,28750,F,2750
"Gl Rådhusvej 54, 1. th",55.730569,12.367587,2395000,Ejerlejlighed,3.0,1954.0,mellem,475.0,449,422.0,67,35746,D,2750
Hørhaven 12,55.73205,12.371821,3995000,Villa,4.0,1956.0,mellem,770.0,750,602.0,101,39554,C,2750
Rønstrupvej 115,55.715382,12.333002,1195000,Fritidshus,2.0,1997.0,lav,536.5,972,1.476,60,19916,D,2750
"Højagerparken 67, 2. ",55.73494,12.359638,1495000,Ejerlejlighed,1.0,1973.0,mellem,523.0,504,432.0,55,27181,C,2750
Lerholmvej 10,55.749032,12.392743,6495000,Villa,7.0,1967.0,høj,536.5,320,304.0,222,29256,D,2750
Ågesdalsvej 3,55.750079,12.387131,7495000,Villa,4.0,1972.0,høj,536.5,334,601.0,243,30843,B,2750
Skotteparken 190,55.747481,12.373744,2995000,Villalejlighed,3.0,1996.0,mellem,536.5,414,474.0,80,37437,D,2750
Egebjerghuse 20,55.75168,12.377498,4745000,Villa,7.0,1985.0,mellem,536.5,80,74.0,169,28076,C,2750
Vestermarken 2C,55.727476,12.35738,5645000,Villa,5.0,1924.0,mellem,354.0,219,189.0,119,47436,C,2750
"Linde Alle 1, 3. th",55.730229,12.360804,1945000,Ejerlejlighed,2.0,1931.0,mellem,41.0,374,68.0,65,29923,D,2750
Rønstrupvej 11,55.717362,12.331229,1699000,Fritidshus,3.0,1992.0,lav,536.5,853,1.344,60,28316,D,2750
Nyvangen 47,55.737407,12.351459,4245000,Villa,4.0,1957.0,mellem,970.0,301,900.0,159,26698,C,2750
Brydehusvej 1E,55.73101,12.375553,3795000,Villa,6.0,1961.0,mellem,985.0,871,468.0,167,22724,D,2750
Egebjergvej 45,55.751284,12.381619,6995000,Villa,7.0,1961.0,høj,536.5,171,242.0,196,35688,C,2750
Ludvig Holsteins Alle 29,55.740698,12.368119,5295000,Villa,5.0,1974.0,høj,536.5,554,1.08,166,31897,E,2750
Lindbjergvej 15,55.737681,12.345169,3795000,Villa,5.0,1925.0,høj,536.5,158,975.0,165,23000,E,2750
Abildvænget 3,55.723498,12.347917,4295000,Villa,4.0,1954.0,mellem,536.5,499,513.0,135,31814,D,2750
"Centrumgaden 14A, 2. ",55.730905,12.360607,2695000,Ejerlejlighed,3.0,1967.0,mellem,80.0,447,21.0,90,29944,D,2750
Agertoften 10,55.725998,12.347894,3750000,Villa,4.0,1952.0,mellem,912.0,377,325.0,103,36407,C,2750
"Bydammen 31, st. tv",55.73089,12.359032,2695000,Ejerlejlighed,2.0,1967.0,mellem,102.0,496,85.0,83,32469,A2015,2750
"Højagerparken 10, st. th",55.73474,12.362039,2050000,Ejerlejlighed,3.0,1944.0,mellem,514.0,548,406.0,75,27333,D,2750
Vestermarken 2,55.726952,12.356756,5795000,Villa,6.0,1930.0,mellem,424.0,180,229.0,221,26221,A2010,2750
Fuglehavevej 27,55.752075,12.351523,9995000,Villa,7.0,1920.0,meget lav,536.5,847,1.017,216,46273,E,2750
Skovvej 8,55.73693,12.3635,3995000,Villa,3.0,1953.0,mellem,773.0,374,662.0,111,35990,F,2750
Klakkebjerg 99,55.750793,12.339697,4995000,Villa,5.0,1996.0,mellem,536.5,238,251.0,121,41280,C,2750
Skovbovænget 137,55.75505,12.387293,7995000,Villa,6.0,1971.0,mellem,536.5,521,748.0,209,38253,D,2750
Brandmosevej 23,55.741897,12.34296,6495000,Villa,8.0,1949.0,lav,536.5,633,1.029,261,24885,C,2750
Flakhaven 8,55.722129,12.352993,2995000,Villa,3.0,1960.0,mellem,536.5,473,427.0,102,29362,F,2750
Skotteparken 18,55.746485,12.375342,3995000,Rækkehus,3.0,1992.0,mellem,536.5,444,531.0,86,46453,C,2750
Axel Juels Alle 51,55.736067,12.377403,2995000,Villa,4.0,1968.0,høj,536.5,1191,298.0,107,27990,D,2750
Rønstrupvej 60,55.716578,12.328946,1495000,Fritidshus,3.0,1997.0,lav,536.5,1015,1.501,54,27685,D,2750
Egebjerghuse 17,55.752768,12.374754,6245000,Villa,6.0,1984.0,mellem,536.5,133,275.0,180,34694,C,2750
Pederstrupvej 46,55.734983,12.335397,8975000,Villa,5.0,2007.0,høj,536.5,757,991.0,150,59833,C,2750
Aage Berntsens Alle 15,55.738678,12.379934,5495000,Villa,4.0,1970.0,mellem,536.5,1183,511.0,158,34778,C,2750
Lærkevangen 7,55.751867,12.346007,7995000,Villa,3.0,2005.0,mellem,536.5,540,670.0,179,44664,C,2750
"Slettebjergvej 2, st. tv",55.730746,12.368583,1945000,Ejerlejlighed,2.0,1939.0,mellem,540.0,504,483.0,57,34122,D,2750
Solbrinken 26,55.748633,12.363569,6345000,Villa,4.0,1967.0,mellem,536.5,874,948.0,157,40414,D,2750
Lerbjergvej 5,55.730529,12.370956,4395000,Villa,4.0,1967.0,mellem,689.0,596,635.0,131,33549,D,2750
Rønstrupvej 137,55.71495,12.332436,1695000,Fritidshus,3.0,2010.0,lav,536.5,1031,1.535,60,28250,D,2750
Gl Rådhusvej 64,55.730056,12.367452,2995000,Ejerlejlighed,4.0,1967.0,mellem,465.0,399,426.0,90,33277,D,2750
Vestbuen 263,55.736133,12.354855,3795000,Villa,5.0,1959.0,mellem,737.0,482,681.0,135,28111,D,2750
Rønstrupvej 66,55.716205,12.329361,1395000,Fritidshus,3.0,1997.0,lav,536.5,1027,1.518,57,24473,D,2750
Kai Hoffmanns Alle 12,55.73851,12.371824,5395000,Villa,6.0,1969.0,høj,536.5,781,742.0,169,31923,D,2750
Egebjergvej 62,55.750759,12.384222,4795000,Villa,4.0,1964.0,høj,536.5,215,407.0,122,39303,D,2750
Syvendehusvej 52,55.752404,12.393081,6499000,Villa,7.0,1964.0,høj,536.5,304,485.0,190,34205,D,2750
Rønstrupvej 82,55.715995,12.329327,1229000,Fritidshus,1.0,2004.0,lav,536.5,1047,1.538,60,20483,D,2750
"Højagerparken 36, 2. tv",55.73556,12.361571,2195000,Ejerlejlighed,3.0,1968.0,mellem,598.0,452,493.0,74,29662,D,2750
Solsikkevænget 35,55.718178,12.342762,710000,Fritidshus,3.0,1954.0,lav,536.5,580,922.0,50,14200,D,2750
Lindbjergvej 30,55.737846,12.344022,4495000,Villa,4.0,1962.0,høj,536.5,226,1.017,138,32572,C,2750
"Slettebjergvej 2, 1. tv",55.730746,12.368583,1895000,Ejerlejlighed,2.0,1939.0,mellem,540.0,504,483.0,57,33245,D,2750
Rønstrupvej 43,55.716739,12.331931,1250000,Fritidshus,3.0,1993.0,lav,536.5,879,1.378,60,20833,D,2750
"Lindbjergvej 58, st. ",55.738272,12.339571,3995000,Ejerlejlighed,6.0,1920.0,lav,536.5,500,1.192,165,24212,C,2750
Ludvig Holsteins Alle 6,55.739847,12.370764,5495000,Villa,4.0,1967.0,høj,536.5,707,894.0,129,42596,D,2750
Vibeskrænten 11,55.75305,12.342567,5895000,Villa,4.0,1935.0,mellem,536.5,523,528.0,132,44659,D,2750
"Gl Rådhusvej 54, 2. tv",55.730569,12.367587,2295000,Ejerlejlighed,3.0,1954.0,mellem,475.0,449,422.0,73,31438,D,2750
Sømoseparken 60,55.730283,12.404056,4495000,Rækkehus,4.0,2007.0,høj,536.5,244,1.085,122,36844,C,2750
Rønstrupvej 151,55.714625,12.331809,1245000,Fritidshus,3.0,1998.0,lav,536.5,1082,1.585,57,21842,D,2750
"Højagerparken 12, 2. th",55.734734,12.36227,2095000,Ejerlejlighed,3.0,1944.0,mellem,517.0,553,408.0,64,32734,D,2750
Jungtoften 6,55.739114,12.346263,2995000,Fritidshus,4.0,1950.0,lav,536.5,275,1.11,141,21241,D,2750
Damtoften 15,55.721431,12.352029,3595000,Villa,4.0,1957.0,mellem,536.5,432,416.0,118,30466,D,2750
"Marbæk Park 42, 1. 4",55.719059,12.372125,2395000,Ejerlejlighed,2.0,2006.0,lav,536.5,682,796.0,63,38015,C,2750
Ludvig Holsteins Alle 82,55.742079,12.373298,7900000,Villa,5.0,1988.0,høj,536.5,914,1.0,197,40101,D,2750
"Højagerparken 3, 2. ",55.734006,12.361045,1595000,Ejerlejlighed,2.0,1967.0,mellem,423.0,614,319.0,46,34673,D,2750
Bispevangen 23,55.73673,12.345937,4795000,Villa,4.0,1968.0,mellem,536.5,62,860.0,133,36052,D,2750
